7,GO_BLOCKS, 1 , 1  , 0 , 0 , 107.5 , 17   , 0  , 2  ,28.5, 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 0  , 1 , 0 , 102.5 , 30.2 , 0  , 2  , 8  , 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 1  , 0 , 0 , 112.5 , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 1  , 0 , 0 , 122.5 , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 0  , 1 , 0 , 117.5 , 19.7 , 0  , 2  , 8  , 1  , 0.8,0.8,0

8,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 19.7 , 0  , 2  , 8  , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , -1 , 1 , 0 , 85    , 22.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 1 , 0 , 90    , 22.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 0 , 0 , 97.5  , 17   , 0  , 2  ,28.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 0 , 0 , 107.5 , 17   , 0  , 2  ,28.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 0  , 1 , 0 , 102.5 , 30.2 , 0  , 2  , 8  , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , -1 , 1 , 0 , 100   , 33.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 1 , 0 , 105   , 33.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 0 , 0 , 112.5 , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 0 , 0 , 122.5 , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 0  , 1 , 0 , 117.5 , 19.7 , 0  , 2  , 8  , 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , -1 , 1 , 0 , 115   , 22.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
8,GO_BLOCKS, 1 , 1  , 1 , 0 , 120   , 22.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0

9,GO_BLOCKS, 1 , 1  , 0 , 0 , 72.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 0  , 1 , 0 , 77.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 ,-1.5, 1 , 0 , 75    , 13.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 0  , 1 , 0 , 79.2  , 17   , 0  , 2  , 5  , 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 13.5 , 0  , 2  ,21.5, 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 1  , 0 , 0 , 107.5 , 13.5 , 0  , 2  ,21.5, 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 0  , 1 , 0 , 95    , 23.2 , 0  , 2  , 24 , 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 1  , 0 , 0 , 117.5 , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 0  , 1 , 0 , 112.5 , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 1.5, 1 , 0 , 115   , 13.5 , 0  , 2  , 8.5, 1  , 0.8,0.8,0
9,GO_BLOCKS, 1 , 0  , 1 , 0 , 110.9 , 17   , 0  , 2  , 5  , 1  , 0.8,0.8,0
